26;"Купили данную модель в м-видео 29.09.14. 1.10.14 машинку привезли, после установки при первом включении выявился брак, а именно стук барабана о корпус машинки. Обратились в компанию Samsung, 2.10.14 приехал представитель сервиса и выдал заключение о заводском браке, после чего документы отвезли в магазин для замены товара. 3.10.14 привезли новую машинку и при установке выявился тот же брак. При обращении в компанию Samsung оператор горячей линии повел себя самым отвратительным образом. заявив что мы приглашали сотрудника сервисного центра не для установления дефекта а для ремонта  . Вопрос: ЗАЧЕМ МНЕ НОВЫЙ ТОВАР КОТОРЫМ Я НЕ ПОЛЬЗОВАЛСЯ А ОН УЖЕ НУЖДАЕТСЯ В РЕМОНТЕ!!!В выезде еще раз для определения в ремонте мне было отказано и я был предупрежден что предыдущий вызов был ложным и мной должен был быть выплачен штраф, НО компания Samsung ""добрая"" и штраф я платить не будую. но и специалист не приедет. Вторую неделю жена без стиральной машины, м-видео неделю не присылает сотрудника из сервисной службы.Не покупайте данную модель, да и качество работы компании Samsung с клиентами стало отвратительным.";0;;;;
27;Отлична.;0;;;;
28;"Как мне кажется, машинка на уровне ""таксебе"".";;;;;
29;0;;;;;
30;Купил я эту стиральную машину где то с год назад, в первый же день заметил что машина работает очень плохо, слишком шумная, да и малая вместимость делает машину одной из худших в своем сегменте. Где то через месяца два из под машины начало капать, а еще через месяц машина начала шуметь настолько громко, что слышно было даже на улице. Очень сильно расстроился из за того, что за машину такого качества отдал достаточно большие деньги.;0;;;;
31;Гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу гоу.;0;;;;
32;1 сначалв долго не сливала после полоскания минут 20 крутит барабан, таймер стоит на месте;;;;;
33;;;;;;
34;;;;;;
35;;;;;;
36;;;;;;
37;0;;;;;
38;Почему то фирма БЕКО мне не нравиться только из-за того что у них все очень дешевая и негодная... Однажди купили на новом году по акции в магазине беко телевизор и стиральная машина которая сейчас вы видите на фотографии - вообще оба товара не было годен, и после этого от фирмы беко ничего не покупаю и не рекомендую. !;0;;;;
39;Машинка с 2007 года, стирали мало, в 2011 зашумел подшибник, замена вышла 3500 рублей, не прошло и года, опять шумит... до осени буду стирать без отжима, а потом в утиль ее.;;;;;
40;0;;;;;
41;"""Ужасная техника! Из её достоинств можно отметить только: один режим – 30 минут";" работа машины рассчитана на 5 лет и плюс ещё малогабаритная. Пожалуй, это всё. А недостатки говорят сами за себя. Каждый режим работы нужно запускать кнопкой «Старт». это действует отрицательно, особенно когда совсем нет времени. Работа шумная, надо закрывать все двери, чтобы хоть как-то её «заглушить». Очень маленькая загрузка – не влезает даже комплект двуспального белья. Полощет вообще отвратительно: такое ощущение, как будто этой функции вообще нет! Приходится ещё несколько раз повторять полоскание. Большие вещи нужно расправлять, иначе не сможет выжать! Тоже самое – приходится повторять эту функцию. При работе дёргается и подпрыгивает. Я бы не пожелал такой аппарат даже врагу! Подумайте, прежде чем ваш выбор падёт на это «чудо техники»! лучше немного добавить и взять другой вариант.""";0;;;
42;"""Приобрёл в магазине  Стиральную машину Bosch WLG20265OE, При просмотре сайта и последующим разговоре с продавцом по телефону мне было подтверждено, что у данной модели """"полная защита от протечек воды""""В описании на Стиральную машину Bosch WLG20265OE стоит следующая позиция";" """" защита от протечек - полная""""В реальности у данной машины нет вообще никаких систем от протечек воды, из диалога с сотрудниками данной фирмы удалось выяснить что под термином """"полная защита"""" они подразумевают проверку на заводе шлангов подачи воды под давлением в 3 раза превышающим норму. Что соответственно никак не защищает от протечек в других местах и в случае протечки вода будет выливаться на пол, пока кто-то вручную не перекроет кран.Причём я специально акцентировал в разговоре с продавцом данный пункт и получил неоднократное подтверждение о полной защите от протечек.""";0;;;
43;Все вытекает из закрытого бокса.;0;;;;
44;"Были в восторге до того момента, как все насадки умерли (через месяц), кроме железной ""ноги"", возник вопрос, нафига мы купили эту кучу хлама в которой реально работает только основа (это рукоятка и железная ""нога"")???!!! Мне стало интерессно во всех ли моделях так? Сходил на выставку в ближайший ""фантастишь лажа"", оказалось у всех моделей тот же жирный минус за бешенные деньги. Везде пластмассовый редуктор. О каких рубках мяса, колки льда может идти речь, чушь! Маркетинговый ход. Максимум, что можно делать в дополнительных насадках это шинковка предварительно отваренных овощей! И даже при этом пластмассовый редуктор умрёт очень быстро! НЕ РЕКОМЕНДУЮ покупать блендер с кучей насадок которые реально проработают от силы месяц и всё. Покупайте минимальный набор - рукоятка и железная ""нога"". Либо выбирайте другого производителя.";0;;;;
45;В каталогах эта техника называется не измельчитель, а мультирезка.Красивое, компактное устройство, с красочными насадками. Украшение любой кухни! На этом плюсы устройства заканчиваются.Мультирезка Endever sigma 08 работала превосходно первые 2 недели. Включала ей примерно через день. Устройство великолепно справлялось практически со всеми овощами и иными продуктами, которые можно использовать, согласно инструкции.Но очень быстро ножи на насадках затупились. Их никак нельзя снять и подточить! Замене они тоже не подлежат. Отдельно насадок в продаже нет. Да и накладно это - покупать новую насадку каждый месяц.Итог - мультирезка стоит без дела, украшает мою кухню. Лучше бы картину вместо неё купила.;0;;;;
46;Купили такой отпариватель Бетро 0б-03 за 1000 с копейками в гиганте, в первый вечер отпарили несколько детских вещей и убрали в шкаф, на второй день достали, включили, лампочка горит, а сам отпариватель не включается. Когда прошла эйфория от этого девайса, понял, что переплатили за него.;0;;;;
47;Телефон  кдасний але дорогий батарея тримає недовго камера ось це плюс хороша камера звук потужний.;0;;;;
48;Хороший телефон, не лагает, хорошая камера, памяти достаточно много, хороший по прочности, хороший по батарее и заряжается крайне быстро. Пользоваться можно очень много, и ничего с телефоном не будет, будет как новый. Из всех телефонов серии Iphone этот однозначно самый лучший! Рекомендую, проверено собственным опытом.;0;;;;
49;Ну такое себе. Прльзовался около полугода, начал лагать. Взял себе другой телефончик, куда круче этого. А так пользоваться можно.;0;;;;
50;Доброго времени ночи) телефон как бы и ткрут и лучший в своем стиле но дороговат был у меня и 4 айфон но все это понты как бы круто и смс удобно и звонкти но все же лошарский админ пойми мне надоел эттот понт.;0;;;;
51;Нам на работе всем сотрудникам купили Телефоны Samsung Galaxy Young S6310. Сначала я обрадывалась, подумала нормальный телефончик такой, но когда начала пользоваться поняла, что это полный капец. В офисе эти телефоны называют кирпич) )))) Он очень глючный, хотя абсолютно новый и я его не разу не роняла.;0;;;;
52;Телефон является очень старой моделью, и соответственно ему уже не место в двадцать первом веке. Сам дизайн не подходит к нынешней нашей жизни. Как только эта мадель попала ко мне в руки, я сразу же понял что это не то что я бы хотел держать у себя в руках и в дальнейшем пользоваться.;0;;;;
53;Мне понравился  очень  хороший телефон 2 сим карты доступно micro sim  очень классный советую всем всем особенно когда играешь в игры процессор хороший так что советую всем но есть и минусы экран разбился  ломается часто легче купить новый  камера передняя и задняя в пыли.;0;;;;
54;Очень плохой и древний тел, ужасная камера, постоянно виснет.;0;;;;
55;Экран блестит потому, что я наклеила на него зеркальную пленку. А вот сообщение на красном поле сообщает мне о том, что телефон заблокирован.Проблема в том, что заблокировался он после того, как мой в то время еще трехлетний ребенок взял его в руки. При этом обычно он смотрел фотографии, как он умудрился выйти в меню, куда вводится какой-то непонятный код и 10 раз смог неправильно набрать его я ума не приложу, при этом эта блокировка не имеет никакого отношения к ПИН коду. СИМку я из него извлекла и она чудесно продолжает работать в другом надежном аппарате .В общем телефон тихо умер у меня в руках, единственное место, куда я теперь могу позвонить с него - это служба спасения. Ах, да, еще iPhone позволяет включить в себе DFU режим, но для попытки перепрошивки это мне ничем не помогло.В общем теперь лежит мертвым грузом, пользоваться им невозможно, а выкинуть жалко, потому что цена его при покупке была на порядок выше, чем стоят сейчас его последователи.Это был грустный рассказ о том, что с телефоном стало в итоге. но так было не всегда. До этого 1.5 года он мне все-таки послужил, и мне есть, что о нем еще рассказать.Итак. Начнем с начала. В комплекте к телефону прилагаются какие-то непонятные штуки, я ими ни разу не пользовалсяь, даже не распечатал, и не представляю зачем они вообще нужны (ну кроме наушников, конечно: -).;0;;;;
56;Nokia 1112 — мобильный телефон низшего сегмента разработанный Nokia. Телефон был выпущен в 2006 году. Большой шрифт в телефоне позволял легко ориентироваться людям, впервые использовавших мобильное устройство. [1]Двухдиапазонное устройство могло функционировать в GSM-900/1800 и GSM-850/1900 сетях.Разрешение экрана 96 x 68 пикселей, в телефон встроен одноцветный дисплей с белой подсветкой.Телефон имеет встроенные приложения такие, как калькулятор и секундомер. Также телефон может отправлять и принимать SMS сообщения и изображения. Телефон имеет говорящие часы и будильник.Его внутренняя память 4 Мб, что позволяет телефону хранить до 200 записей в телефонной книге.Мощности батареи хватает на 5 часов разговора или на 15 дней в спящем режиме.В телефон встроено 33 стандартных рингтона, также пользователь может создать ещё 5 в специальном редакторе.;0;;;;
57;Брал данную модель за 12 тысяч рублей и сказу честно разочарован. За эти деньги можно было взять hts wilbfaer s, те же  характеристики но цена значительно ниже.;0;;;;
58;УЖАСНЫЙ ТЕЛЕФОН, МАМОЙ КЛЯНУСЬ.;0;;;;
59;"Если отбросить иронию, то телефон разочаровал так, как ещё ни разу не разочаровывала продукция моего любимого гиганта ""Samsung"".Просто дешёвая, плохо пригнанная реплика-копия флагмана, с половиной выброшенных кишок, укороченным дисплеем и крайне дешёвым внешним видом.Если кому-то хочется получить характеристики флагмана, просто в чуть меньшем корпусе итогового гаджета - подождите пару лет, и это произойдёт само собой.Что касается этого аппарата - с меня небольшой прогноз. На рынке он своего потребителя не найдёт, что вполне разумно и оправданно - достаточно просто немного подержать его в руках, и внимательно посмотреть сначала на ценник, потом на характеристики. И делать это до тех пор, пока не появится за те же средства взять по-настоящему хороший аппарат.";0;;;;
60;"Самсунг продолжает штамповку гэлакси, ""выезжая"" на бренде, да, эта модель неплоха, но явно не стоит таких денег,  и особняком стоит просто ужасный аккумулятор, да это андроид, но когда заряда хватает меньше чем на пол дня... Стоит выделить процессор тегра 2, наверное единственное светлое пятно.";0;;;;
61;Когда то был sony ericsson w950i был доволен абсолютно всем, вообще очень любил sony ericsson  и если были у друзей всегда интересовался и смотрел, что за телефон. Потом спустя года забыл про sony ericsson  и в то время как раз сломался телефон, зашел покупать и вижу эту Sony XPERIA S, ну хуже телефонов с такой бешеной репутацией я не встречал... Глючит, игры многие не идут, экран темный, зарядку не выдерживает, камера вот только нормальная, а все остальное не очень. Разочарован что теперь sony выпускает отдельное своё детище и при том плохое!;0;;;;
62;Ранзашниаиаиааишишназазиншишанзаизншвиншзвишнщишщевившщиевщшщвиегщивгевигещвеигщчгеищвищгевищеггевищвиегщгевщвеигщиевгщиевгщиесщшсишещивешщишевщившеившеивещшеившсиешщсеишщисщншисщншисшнашнтанатшнантанттанаштншаттнаштншашинаишанзшанинвишвншишвеевигщвиегвеигвшиенившзнизашшаинз.;0;;;;
63;Http://ostrovtaxi.ru/ телефон не отличается хорошими параметрами я вообще не зню зачем я его покупал.;0;;;;
64;"У меня история: купил я себе этот телефон, ибо у меня мой samsung galaxy поломался и бы лна ремонте, и что вы думаете не прошло и недели как и этот сломался. В ремонт телефонов сказали: ""Вот такое качество производства, можете его уже выкинуть"". С тех пор помню разочарование на своём лице.";0;;;;
65;Этот телефон одним словом-эксплей! Кто сталкивался с этим телефоном то знает что он дешевый это да и все больше ничего хорошего нет! Вот он к примеру упал и разбился дисплей то все приплыли запчасти к нему не продаются если только снимать с другого и стоить это будет как половину телефона!;0;;;;
66;Компактный, вместительный, прочный, простой в обращении, надёжный. Телефон имеет монохромный и жидкокристаллический дисплей, есть даже разъем для гарнитуры, кнопка выключения сверху. Громкий звук при разговоре. Вес телефона 133 грамма. Поддерживает разрешение 84 на 48 пикселей. Форма его — слегка закруглённый параллелепипед.;0;;;;
67;Телефон Nokia 3310 по своему качеству превосходит все телефоны, даже если захочешь его сломать удастся это не с легкостью. В телефоне нет ничего лишнего, дисплей показывает всего двумя цветами белым и черным) Легкость набора номера телефона и отправки смс. Сможет понять даже ребенок.;0;;;;
68;Я понимаю, такой телефон очень дешевый, но там не за что платить!;;;;;
